"","ids","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","GarageArea","WoodDeckSF","ScreenPorch","SalePrice","homeage","MSZoningisFV","MSZoningisRL","MSZoningisRM","LotConfigisCulDSac","NeighborhoodisNoRidge","NeighborhoodisNridgHt","NeighborhoodisStoneBr","Condition1isNorm","YearRemodAddis1976","YearRemodAddis2008","YearRemodAddis2009","RoofMatlisCompShg","RoofMatlisRoll","RoofMatlisTar&Grv","Exterior1stisCemntBd","Exterior2ndisCmentBd","BsmtQualisFa","BsmtQualisGd","BsmtQualisTA","BsmtExposureisGd","FullBathis3","BedroomAbvGris3","BedroomAbvGris5","BedroomAbvGris6","TotRmsAbvGrdis7","TotRmsAbvGrdis8","TotRmsAbvGrdis9","FunctionalisTyp","Fireplacesis2","GarageTypeisAttchd","GarageTypeisDetchd","GarageYrBltis1918","GarageYrBltis1934","GarageFinishisRFn","GarageFinishisUnf","GarageCarsis3","MoSoldis5"
"424",424,986,0,484,1470,1160,696,0,0,189134.663880683,12,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"425",425,616,0,580,1196,0,297,0,0,83219.0817163486,54,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"426",426,0,0,651,707,682,240,0,0,90221.9459871283,64,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"427",427,1518,0,0,1644,0,569,80,396,182515.663162366,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"428",428,288,0,619,907,0,352,0,0,65776.0399695884,53,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"430",430,1005,0,387,1412,0,576,0,0,119431.913572243,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"431",431,387,0,96,483,504,264,0,0,51530.840061306,39,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"432",432,0,0,901,1088,110,0,0,0,49344.1367555149,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"433",433,471,0,294,765,600,440,240,0,67963.8044195891,39,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"434",434,0,0,926,926,678,470,0,0,109216.417460145,13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"435",435,495,0,135,630,0,0,88,0,48634.6278550328,38,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"436",436,385,344,70,827,834,550,158,0,144259.885544751,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"437",437,0,0,648,734,384,440,0,0,63022.5849039177,90,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"438",438,0,0,884,904,0,180,0,0,79666.3386288017,84,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"439",439,365,0,75,694,0,352,0,0,49588.3644346872,97,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"440",440,0,0,684,684,512,528,0,0,73006.2652649464,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"441",441,1767,539,788,2402,0,672,0,170,377661.492817627,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"442",442,133,0,1307,1440,0,0,0,0,72873.6938316741,55,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"443",443,0,0,1078,1128,445,360,0,0,97809.6404640104,80,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"445",445,642,0,273,933,975,493,144,0,126715.180478621,16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"446",446,0,0,1436,1689,0,480,0,0,86178.3452405897,54,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"447",447,247,713,557,1888,0,578,0,0,128647.843455887,44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"448",448,0,0,930,956,930,431,89,0,108279.392248734,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"449",449,0,0,780,780,596,198,0,0,64751.7488390743,73,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"450",450,331,0,318,679,504,308,0,0,66098.2219578293,62,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"451",451,0,0,813,813,0,270,0,0,59604.1202702776,80,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"452",452,655,0,878,1533,0,576,200,0,152809.234043714,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"453",453,742,0,130,888,868,422,144,0,112706.559632267,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"454",454,0,0,768,786,804,676,0,0,140177.558240438,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"456",456,916,0,326,1242,0,528,0,0,97972.9918327928,37,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"457",457,0,0,624,624,720,513,0,0,58672.4461021739,94,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
"458",458,1116,0,248,1663,0,529,224,0,152459.904831669,56,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"459",459,0,0,588,833,833,228,192,0,96668.8282056824,85,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"460",460,185,0,524,979,224,352,0,0,72965.5867759824,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"462",462,350,210,0,575,560,576,256,0,105473.029525644,74,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"463",463,553,311,0,864,0,360,0,0,42530.2872258469,45,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"464",464,326,0,389,849,811,240,0,0,114857.174160484,76,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"465",465,616,0,424,1040,0,0,0,0,82297.9717532123,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"466",466,0,0,1375,1414,0,398,144,0,96940.5741372484,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"467",467,778,0,499,1277,0,526,0,176,91688.7195423251,40,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"468",468,386,0,342,888,756,312,168,0,80694.9126401833,68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
"469",469,0,0,1626,1634,0,866,0,0,137444.197655752,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
"470",470,426,0,406,832,878,506,144,0,112279.943319644,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"471",471,368,1120,0,1502,0,528,0,140,143543.909540253,25,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"472",472,0,0,808,1161,808,534,0,276,108463.584778563,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"473",473,459,0,88,1072,0,525,0,0,88863.2706487019,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"475",475,1196,0,298,1652,0,499,96,0,139256.448239321,10,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"476",476,630,0,340,970,0,624,0,192,73204.0154474285,47,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"477",477,994,0,484,1493,0,508,140,0,124842.378280175,13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"478",478,0,0,2153,2069,574,694,414,0,208562.019758507,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"479",479,1288,0,417,1718,0,826,208,0,198488.281171682,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"480",480,168,0,739,1131,0,672,0,0,49105.9275521405,73,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"481",481,1261,0,572,1850,0,772,519,0,178383.820696901,6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"482",482,1567,0,225,1792,0,874,206,0,202805.659037053,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"483",483,299,0,611,916,910,164,0,0,103464.388225085,95,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"484",484,897,0,319,1216,0,402,0,0,88946.258020078,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"485",485,588,0,411,999,0,264,0,0,72722.2832052689,48,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"486",486,607,0,506,1113,0,264,0,0,97508.5568733583,60,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"487",487,836,0,237,1073,0,515,0,0,85927.6885451781,45,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"488",488,998,0,486,1484,0,487,224,180,95902.4973010297,39,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"489",489,664,0,290,1766,648,520,142,0,86776.837092759,110,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"490",490,515,0,115,630,0,286,0,0,58035.5636535412,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"491",491,0,0,264,616,688,336,141,0,69049.1630040589,34,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"492",492,403,165,238,958,620,240,0,0,72120.7290158503,69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"494",494,374,532,363,1269,0,308,0,0,93066.2631793837,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"495",495,0,0,190,886,0,273,144,0,62244.7657810593,72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"496",496,495,0,225,720,0,0,0,0,23589.2097952673,90,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"497",497,1231,0,1969,3228,0,546,264,0,236404.019967893,18,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"498",498,329,0,697,1133,687,240,0,0,110478.660806494,85,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"499",499,450,0,414,899,0,288,64,0,86776.583672652,43,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"500",500,111,279,522,912,0,297,12,0,66098.2219578293,52,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"501",501,356,0,316,672,546,264,144,0,62124.7773403998,37,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
"502",502,400,0,466,866,902,603,0,0,133982.659676952,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"503",503,698,96,420,1214,0,461,0,0,76864.7948259012,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"504",504,1247,0,254,1801,0,484,0,161,201259.08799688,51,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"505",505,257,495,103,855,467,440,260,0,98124.2907683065,36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"506",506,0,0,960,960,1000,400,0,0,82583.7777600892,58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"507",507,380,0,397,1065,846,471,182,0,116717.153621489,17,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"509",509,141,0,548,689,689,360,0,0,101149.078663827,82,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"510",510,991,0,50,1041,0,270,224,0,82583.7777600892,51,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"511",511,650,180,178,1363,0,288,324,168,110072.758827849,59,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"513",513,521,174,169,864,0,624,0,0,70362.6465888471,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"514",514,336,0,748,1080,0,484,120,0,73809.6811862428,27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"515",515,0,0,768,789,0,200,0,0,53153.9868244211,84,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"517",517,0,0,689,1378,741,583,0,0,104863.544653287,38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"518",518,0,0,1264,1277,1067,889,220,0,175780.731778503,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"519",519,706,0,88,882,914,546,0,0,116002.902821454,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
"520",520,0,0,1276,1276,804,282,0,145,156197.850610774,84,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"521",521,0,0,0,694,600,0,220,0,64671.8322975696,110,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"522",522,777,0,467,1244,0,336,0,0,82466.5185934511,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
"523",523,399,0,605,1004,660,420,0,0,86384.4051700251,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
"525",525,719,0,660,1383,1015,834,239,0,175180.173432533,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"526",526,0,0,1257,1266,0,453,38,0,95834.9895724997,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"527",527,377,0,551,928,0,252,261,0,72708.0441536123,54,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"529",529,348,0,180,605,0,0,0,0,47513.549648897,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"530",530,1219,0,816,2515,0,484,0,0,110111.964873765,53,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"531",531,783,0,678,1509,0,600,224,0,106518.312019526,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"532",532,0,0,611,751,611,502,0,0,76854.7205610395,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"533",533,0,0,0,827,0,392,0,0,73936.5177619588,55,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"534",534,0,0,0,334,0,0,0,0,21507.8479017535,64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"535",535,0,0,707,707,707,403,100,0,96707.0699387703,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"536",536,969,0,148,820,527,0,85,0,62833.1618816048,100,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"537",537,0,0,880,880,844,527,120,0,113440.256809432,12,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"538",538,600,0,264,864,0,576,216,0,66484.9908265653,38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"539",539,673,0,378,1159,0,336,466,0,85583.5116323159,42,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"540",540,1358,0,223,1601,0,670,180,0,185000.034007359,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"541",541,1260,0,578,1838,0,765,270,0,214977.444430037,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"542",542,0,0,969,997,1288,648,0,0,136602.992046181,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"543",543,144,1127,379,1680,0,583,78,0,142346.972832254,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"544",544,584,139,0,767,0,367,120,0,73258.8626699275,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"546",546,1002,202,0,1377,806,786,0,0,126168.018335684,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
"547",547,300,0,765,915,720,440,0,0,115453.126030831,87,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"548",548,619,0,149,768,0,624,104,0,71099.9352139586,40,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"549",549,180,645,0,825,0,720,140,0,75053.4380478901,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"550",550,0,0,912,912,1182,615,182,0,177763.959202158,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"551",551,559,0,510,1069,0,440,0,200,87955.7205772408,33,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"552",552,308,0,620,928,0,288,0,0,67548.0942431011,53,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"553",553,0,0,1709,1717,0,908,169,0,169479.158375123,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"554",554,0,0,0,1126,0,520,0,0,72881.8706346796,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"555",555,866,0,132,1006,1040,871,320,0,172864.003505974,7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"556",556,0,0,993,1048,0,280,0,0,61275.5066074518,88,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"557",557,895,0,197,1092,0,299,268,122,76472.0876879939,53,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"558",558,637,0,0,897,439,570,0,0,58630.0120517247,90,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"559",559,604,0,125,729,717,406,264,0,106518.312019526,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"560",560,0,0,1374,1557,0,420,143,0,127131.766099282,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"561",561,1302,0,90,1392,0,528,0,95,82637.8828378461,53,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"562",562,1071,123,195,1389,0,418,240,0,92567.8876552554,36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"563",563,290,0,706,996,0,0,144,0,65167.807103291,70,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
