YEAR	TICKET_SALES	CONTRIBUTIONS	RIGHTS_LICENSING	STUDENT_FEES	SCHOOL_FUNDS	OTHER	TOTAL REVENUES
2013	$2,975,705	$4,935,167	$6,317,638	$5,080,119	$12,933,824	$2,549,473	$34,791,926
2012	$3,110,038	$3,386,161	$6,696,740	$5,008,595	$9,913,647	$2,687,698	$30,802,879
2011	$2,929,003	$2,970,589	$6,983,390	$4,938,165	$9,190,546	$2,361,090	$29,372,783
2010	$2,473,093	$2,413,095	$5,620,400	$4,774,723	$8,570,344	$2,700,728	$26,552,383
2009	$3,388,432	$2,450,295	$6,439,919	$3,994,499	$7,991,299	$1,934,935	$26,199,379
2008	$3,651,833	$2,280,538	$5,820,046	$3,959,906	$5,934,332	$2,112,530	$23,759,185
2007	$3,506,357	$2,883,977	$5,170,811	$3,245,369	$4,587,940	$2,346,046	$21,740,500
2006	$2,748,331	$2,737,868	$4,560,868	$2,516,159	$4,207,588	$2,579,932	$19,350,746
2005	$2,476,240	$2,475,591	$5,017,688	$2,473,916	$3,855,228	$2,744,511	$19,043,174
2017	$5,802,815	$9,878,231	$12,241,632	$3,968,694	$7,726,284	$4,803,363	$44,421,019
2016	$6,712,103	$9,367,610	$12,895,004	$3,940,000	$9,141,049	$764,675	$42,820,441
2015	$6,659,683	$10,866,670	$12,398,021	$4,000,000	$7,568,310	$861,236	$42,353,920
2014	$6,769,173	$9,850,337	$11,304,538	$4,000,000	$13,239,472	$2,036,249	$47,199,769
2013	$6,730,651	$9,060,270	$10,978,554	$3,172,708	$12,170,396	$2,233,261	$44,345,840
2012	$6,414,564	$5,326,885	$11,937,862	$1,889,722	$16,192,595	$1,522,945	$43,284,573
2011	$6,084,843	$5,429,603	$11,375,310	$1,827,588	$14,778,278	$791,486	$40,287,108
2010	$6,590,165	$5,308,344	$10,653,516	$1,608,093	$11,922,679	$1,247,987	$37,330,784
2009	$6,814,874	$6,341,297	$10,889,411	$1,521,970	$12,122,926	$685,894	$38,376,372
2008	$6,564,704	$6,124,848	$10,439,764	$1,461,334	$10,548,672	$840,637	$35,979,959
2007	$6,319,610	$3,864,772	$7,667,683	$1,202,762	$5,384,941	$1,146,537	$25,586,305
2006	$6,147,810	$3,996,594	$6,584,618	$1,015,255	$5,757,415	$571,096	$24,072,788
2005	$6,615,615	$3,475,426	$8,141,060	$800,508	$7,307,479	$1,254,894	$27,594,982
2017	$4,435,800	$7,577,090	$8,056,390	$2,063,982	$18,767,108	$-528,148	$40,372,222
2016	$3,500,338	$4,938,631	$6,729,610	$2,092,763	$20,196,514	$-579,487	$36,878,369
2015	$3,918,182	$6,309,583	$7,145,575	$2,074,253	$15,700,170	$112,748	$35,260,511
2014	$3,759,013	$4,744,039	$5,649,082	$1,836,843	$14,260,620	$2,086,770	$32,336,367
2013	$3,600,449	$2,896,599	$4,816,252	$1,629,046	$14,246,421	$2,458,336	$29,647,103
2012	$4,516,450	$3,213,296	$5,350,411	$1,411,602	$13,818,164	$1,956,950	$30,266,873
2011	$3,638,417	$2,598,410	$5,483,560	$1,275,147	$12,706,217	$1,875,250	$27,577,001
2010	$3,854,527	$1,917,498	$4,997,296	$1,156,548	$12,793,343	$2,260,382	$26,979,594
2009	$2,941,210	$2,236,485	$4,749,821	$1,129,896	$12,843,783	$2,633,038	$26,534,233
2008	$3,499,346	$1,528,104	$4,562,766	$1,012,877	$12,220,462	$1,724,054	$24,547,609
2007	$3,418,260	$1,388,918	$4,714,592	$942,536	$11,098,008	$1,858,646	$23,420,960
2006	$3,165,695	$1,271,097	$4,282,300	$947,795	$9,822,247	$1,698,186	$21,187,320
2005	$2,817,892	$1,110,539	$5,536,840	$860,571	$9,777,454	$1,341,709	$21,445,005
2017	$1,507,387	$9,594,061	$7,792,114	$4,870,561	$7,753,732	$7,941,172	$39,459,027
2016	$1,666,852	$2,220,434	$7,194,154	$5,027,521	$8,071,017	$18,922,066	$43,102,044
2015	$1,313,939	$6,281,980	$4,394,957	$4,567,829	$9,469,922	$3,183,158	$29,211,785
2014	$1,455,252	$1,560,468	$2,739,835	$4,629,080	$6,013,261	$3,753,897	$20,151,793
2013	$1,398,414	$403,388	$1,435,343	$4,567,744	$4,755,747	$3,720,402	$16,281,038
2012	$1,296,962	$84,237	$1,607,908	$3,521,922	$5,423,542	$3,372,737	$15,307,308
2011	$837,468	$64,506	$959,792	$2,899,907	$4,870,461	$3,742,373	$13,374,507
2010	$889,970	$586,760	$1,091,183	$2,832,773	$1,124,720	$2,953,497	$9,478,903
2009	$995,033	$614,531	$1,024,548	$2,784,556	$2,005,962	$2,550,446	$9,975,076
2008	$957,610	$398,116	$1,079,201	$2,250,882	$1,078,234	$2,628,810	$8,392,852
2007	$943,097	$539,127	$1,021,113	$2,273,704	$1,057,166	$1,993,557	$7,827,764
2006	$1,464,000	$502,438	$1,171,918	$2,348,941	$1,027,282	$1,307,081	$7,821,660
2005	$803,100	$563,046	$1,054,282	$2,334,406	$750,000	$1,709,206	$7,214,040
2017	$2,533,889	$1,988,203	$5,188,664	$0	$24,349,702	$4,456,073	$38,516,531
2016	$2,962,803	$2,742,325	$4,480,330	$0	$24,248,036	$3,216,738	$37,650,232
2015	$1,545,880	$676,802	$3,889,563	$0	$25,839,878	$2,746,588	$34,698,711
2014	$1,535,424	$618,220	$3,264,153	$0	$20,027,951	$3,481,324	$28,927,072
2013	$1,404,958	$693,863	$2,802,432	$0	$21,260,585	$2,462,510	$28,624,348
2012	$1,606,025	$767,259	$2,908,052	$0	$19,802,833	$2,815,780	$27,899,949
2011	$1,232,482	$925,681	$2,265,940	$0	$18,602,231	$2,601,418	$25,627,752
2010	$1,308,706	$802,303	$2,299,889	$0	$16,838,022	$2,512,473	$23,761,393
2009	$1,358,549	$675,570	$2,244,720	$0	$16,353,526	$2,418,783	$23,051,148
2008	$1,423,167	$783,927	$2,260,737	$0	$15,478,356	$2,044,536	$21,990,723
2007	$1,343,063	$665,267	$2,171,789	$0	$14,840,535	$1,990,890	$21,011,544
2006	$1,347,328	$884,203	$2,090,761	$0	$14,474,157	$2,227,126	$21,023,575
2005	$1,276,637	$617,780	$1,901,670	$0	$14,201,835	$1,637,699	$19,635,621
2017	$1,143,290	$2,760,011	$3,937,463	$18,180,759	$9,606,394	$2,817,915	$38,445,832
2016	$927,872	$2,891,908	$3,386,377	$17,891,514	$7,160,629	$2,440,051	$34,698,351
2015	$897,300	$3,398,273	$3,253,035	$17,315,569	$6,746,645	$2,897,964	$34,508,786
2014	$859,860	$2,776,018	$2,582,536	$16,949,255	$6,621,548	$2,400,974	$32,190,191
2013	$1,674,269	$2,694,475	$2,368,454	$14,645,384	$6,387,905	$1,994,290	$29,764,777
2012	$682,454	$3,512,187	$2,215,676	$13,014,749	$5,998,166	$1,463,524	$26,886,756
2011	$509,629	$1,931,157	$1,703,742	$10,707,619	$5,657,229	$1,232,113	$21,741,489
2010	$461,479	$1,520,626	$1,508,554	$8,839,807	$5,251,896	$1,702,581	$19,284,943
2009	$428,537	$7,001,840	$1,494,629	$7,032,903	$4,927,745	$1,507,139	$22,392,793
2008	$265,868	$972,300	$1,403,392	$5,320,450	$4,478,006	$1,261,606	$13,701,622
2007	$291,213	$810,814	$1,206,794	$4,813,521	$3,967,809	$2,021,499	$13,111,650
2006	$557,796	$897,625	$1,123,306	$3,960,473	$4,065,078	$1,154,455	$11,758,733
2005	$161,089	$628,895	$1,023,096	$3,804,686	$3,526,719	$1,024,268	$10,168,753
2017	$1,455,506	$5,045,106	$4,379,358	$20,662,797	$5,047,099	$1,341,936	$37,931,802
2016	$2,006,928	$5,474,461	$4,222,974	$19,380,912	$4,862,716	$1,386,860	$37,334,851
2015	$1,573,256	$4,393,765	$4,169,596	$18,014,341	$4,617,744	$355,855	$33,124,557
2014	$1,855,994	$4,420,363	$2,495,465	$15,258,284	$5,201,022	$360,080	$29,591,208
2013	$623,457	$5,675,318	$1,221,736	$13,912,726	$4,755,268	$493,324	$26,681,829
2012	$506,720	$621,982	$801,119	$11,996,456	$6,316,497	$330,820	$20,573,594
2011	$525,081	$3,150,304	$1,393,571	$10,315,740	$2,993,835	$245,574	$18,624,105
2010	$578,716	$3,276,840	$892,660	$9,932,829	$2,540,623	$439,019	$17,660,687
2009	$574,223	$2,862,843	$1,203,856	$9,046,878	$2,522,493	$567,770	$16,778,063
2008	$599,099	$4,127,477	$863,605	$8,310,118	$859,798	$575,790	$15,335,887
2007	$501,770	$5,291,346	$777,634	$7,589,109	$640,753	$285,899	$15,086,511
2006	$627,649	$5,720,643	$719,962	$6,895,039	$1,316,024	$1,275,348	$16,554,665
2005	$670,791	$687,465	$1,571,462	$6,158,973	$783,886	$245,399	$10,117,976
2017	$1,143,399	$2,594,400	$5,740,300	$17,370,800	$7,385,999	$3,531,450	$37,766,348
2016	$1,271,618	$1,701,631	$3,395,098	$16,740,318	$7,081,543	$3,471,648	$33,661,856
2015	$1,234,227	$1,659,949	$3,103,311	$16,107,965	$7,805,955	$3,208,053	$33,119,460
2014	$1,210,725	$1,615,928	$2,096,074	$15,735,046	$5,380,079	$3,355,276	$29,393,128
2013	$1,183,368	$1,903,293	$2,739,700	$15,056,321	$4,377,718	$3,445,291	$28,705,691
2012	$1,331,855	$1,543,758	$2,275,818	$14,549,844	$5,434,506	$2,985,702	$28,121,483
2011	$1,079,283	$2,177,726	$2,120,836	$14,172,373	$4,018,705	$3,176,804	$26,745,727
2010	$2,899,468	$1,764,000	$1,545,002	$13,786,549	$3,333,999	$2,667,000	$25,996,018
2009	$1,178,170	$1,040,962	$1,511,637	$13,889,270	$3,980,141	$2,714,271	$24,314,451
2008	$1,114,957	$966,318	$1,671,882	$13,069,769	$3,595,282	$2,889,087	$23,307,295
2007	$984,247	$1,084,636	$2,085,441	$11,361,245	$5,153,128	$2,393,547	$23,062,244
2006	$940,870	$739,623	$2,083,099	$10,657,204	$4,079,132	$2,391,526	$20,891,454
2005	$882,338	$773,320	$2,084,541	$10,291,120	$4,170,976	$2,355,993	$20,558,288
2017	$3,831,815	$9,405,099	$6,853,093	$2,784,267	$9,693,688	$4,387,596	$36,955,558
2016	$4,399,025	$6,228,265	$6,347,612	$2,747,460	$7,334,586	$3,961,342	$31,018,290
2015	$3,780,300	$5,151,616	$6,382,454	$2,617,988	$6,826,635	$2,195,589	$26,954,582
2014	$3,957,254	$4,948,145	$4,880,417	$2,467,011	$8,218,132	$2,853,379	$27,324,338
2013	$3,461,476	$4,671,530	$5,227,969	$2,492,479	$8,407,925	$2,366,036	$26,627,415
2012	$3,744,835	$3,681,511	$3,122,185	$2,424,570	$6,425,015	$2,133,810	$21,531,926
2011	$3,951,171	$3,325,965	$4,378,714	$2,192,166	$7,824,163	$980,311	$22,652,490
2010	$3,126,851	$4,686,526	$3,883,746	$2,333,116	$7,366,441	$1,760,460	$23,157,140
2009	$3,785,378	$3,712,064	$3,674,714	$1,149,199	$8,761,217	$1,443,042	$22,525,614
2008	$3,776,684	$5,082,555	$3,607,742	$1,136,880	$8,342,238	$2,437,824	$24,383,923
2007	$3,556,654	$2,953,508	$3,743,060	$1,126,515	$8,411,436	$1,583,948	$21,375,121
2006	$3,344,804	$10,416,032	$3,537,180	$1,138,130	$7,886,359	$958,209	$27,280,714
2005	$2,419,251	$4,994,518	$2,634,756	$1,130,111	$6,992,762	$505,845	$18,677,243
2017	$1,065,783	$1,953,470	$5,163,103	$8,981,926	$16,646,496	$2,081,443	$35,892,221
2016	$1,107,153	$1,913,487	$4,300,804	$8,744,820	$16,066,399	$2,134,903	$34,267,566
2015	$1,101,014	$1,058,460	$3,894,030	$8,433,752	$15,919,426	$1,774,870	$32,181,552
2014	$1,285,778	$600,252	$3,397,218	$8,168,727	$15,810,334	$2,015,671	$31,277,980
2013	$944,768	$392,815	$3,366,315	$7,952,787	$14,137,658	$2,169,707	$28,964,050
2012	$1,059,966	$1,320,953	$2,749,027	$7,819,038	$12,300,508	$2,230,719	$27,480,211
2011	$994,216	$384,436	$2,581,968	$7,874,073	$12,949,405	$1,443,932	$26,228,030
2010	$1,099,425	$731,269	$2,332,795	$7,439,422	$12,346,894	$1,435,204	$25,385,009
2009	$1,306,808	$308,429	$2,226,270	$7,126,978	$13,134,708	$1,841,272	$25,944,465
2008	$757,217	$153,510	$2,031,049	$6,858,766	$10,142,356	$1,916,743	$21,859,641
2007	$774,307	$31,063	$1,907,948	$6,515,398	$10,398,468	$2,444,080	$22,071,264
2006	$696,711	$101,347	$1,994,204	$6,158,579	$10,727,022	$1,216,781	$20,894,644
2005	$809,840	$49,115	$1,959,378	$5,732,137	$8,665,068	$1,474,410	$18,689,948
2017	$968,083	$2,094,500	$4,802,922	$0	$24,641,163	$2,824,549	$35,331,217
2016	$1,670,805	$1,981,146	$3,700,711	$0	$23,813,277	$3,421,216	$34,587,155
2015	$1,068,663	$2,288,565	$3,728,121	$0	$22,118,580	$2,567,538	$31,771,467
2014	$1,687,563	$2,076,146	$3,655,021	$0	$22,654,017	$2,701,519	$32,774,266
2013	$1,177,127	$1,126,953	$2,362,852	$19,109,155	$1,660,331	$2,517,746	$27,954,164
2012	$1,623,296	$1,043,294	$2,224,165	$17,698,300	$1,647,665	$2,980,753	$27,217,473
2011	$1,187,709	$1,051,880	$1,957,062	$17,698,300	$1,658,078	$2,030,701	$25,583,730
2010	$1,533,516	$1,269,290	$1,858,392	$16,199,911	$1,063,863	$2,087,444	$24,012,416
2009	$666,529	$538,450	$1,599,197	$15,624,017	$18,779	$2,223,326	$20,670,298
2008	$785,310	$737,381	$1,460,427	$13,259,960	$553,973	$1,914,897	$18,711,948
2007	$759,711	$492,540	$1,403,093	$12,867,974	$9,584	$1,775,421	$17,308,323
2006	$622,630	$763,188	$1,181,433	$11,167,937	$4,220	$1,562,165	$15,301,573
2005	$386,375	$452,109	$1,495,504	$10,259,615	$12,695	$1,415,616	$14,021,914
2017	$2,488,012	$2,918,412	$5,569,005	$11,808,731	$9,469,727	$2,804,734	$35,058,621
2016	$1,573,482	$3,861,260	$3,649,415	$11,233,314	$9,068,079	$2,326,605	$31,712,155
2015	$1,604,339	$3,792,320	$2,941,880	$11,003,878	$9,519,241	$833,358	$29,695,016
2014	$1,951,631	$3,520,678	$2,524,032	$9,260,876	$1,023,111	$1,134,426	$19,414,754
2013	$2,334,633	$3,633,146	$2,394,380	$9,861,151	$490,389	$1,062,028	$19,775,727
2012	$2,374,848	$2,216,186	$2,144,101	$9,651,782	$592,573	$1,665,116	$18,644,606
2011	$2,340,610	$2,885,516	$1,743,312	$8,422,146	$464,604	$1,892,417	$17,748,605
2010	$2,728,336	$1,663,016	$1,869,543	$8,089,752	$645,338	$869,719	$15,865,704
2009	$2,465,277	$757,961	$1,723,673	$7,448,623	$1,488,934	$1,352,075	$15,236,543
2008	$1,257,217	$1,136,014	$2,086,979	$6,237,785	$1,561,715	$928,537	$13,208,247
2007	$995,564	$969,301	$1,407,018	$5,548,784	$802,322	$762,642	$10,485,631
2006	$650,723	$1,023,455	$1,298,361	$4,559,539	$441,192	$1,136,793	$9,110,063
2005	$458,280	$845,626	$775,437	$4,360,796	$498,705	$695,387	$7,634,231
2017	$896,919	$2,138,657	$4,621,160	$0	$25,077,606	$1,958,442	$34,692,784
2016	$724,471	$1,774,258	$3,314,955	$0	$21,726,181	$3,611,554	$31,151,419
2015	$709,730	$2,066,634	$3,116,914	$0	$19,408,633	$2,560,532	$27,862,443
2014	$691,173	$1,253,633	$1,385,257	$0	$21,605,613	$4,346,101	$29,281,777
2013	$1,843,389	$1,024,984	$4,037,407	$75,200	$18,497,624	$2,202,020	$27,680,624
2012	$692,374	$1,248,457	$2,410,039	$0	$17,260,950	$4,127,041	$25,738,861
2011	$798,738	$1,110,601	$2,454,030	$0	$16,610,075	$2,527,108	$23,500,552
2010	$1,143,383	$1,071,654	$2,747,438	$0	$16,457,883	$3,282,743	$24,703,101
2009	$1,344,708	$1,226,723	$2,234,149	$0	$15,158,499	$2,260,166	$22,224,245
2008	$881,111	$1,470,998	$2,291,836	$0	$13,824,715	$2,634,800	$21,103,460
2007	$852,761	$1,320,998	$2,114,749	$0	$13,371,170	$2,774,496	$20,434,174
2006	$614,863	$971,664	$1,475,043	$0	$12,517,504	$2,180,593	$17,759,667
2005	$484,718	$1,106,807	$1,071,605	$0	$11,841,935	$2,230,754	$16,735,819
2017	$916,584	$2,806,153	$3,316,803	$12,661,229	$11,291,932	$3,516,558	$34,509,259
2016	$1,615,037	$1,892,024	$5,713,263	$12,238,280	$5,787,708	$4,894,898	$32,141,210
2015	$1,075,903	$1,885,080	$5,168,967	$12,004,480	$7,018,524	$3,766,679	$30,919,633
2014	$956,750	$2,502,017	$1,756,859	$12,128,623	$4,229,754	$2,778,815	$24,352,818
2013	$964,782	$2,402,964	$2,018,891	$11,282,039	$5,308,429	$2,561,306	$24,538,411
2012	$1,483,341	$2,503,094	$2,251,552	$11,121,886	$2,814,343	$3,052,265	$23,226,481
2011	$1,361,976	$1,348,173	$1,315,931	$10,425,354	$2,575,771	$2,411,217	$19,438,422
2010	$549,258	$709,938	$1,376,207	$8,877,456	$2,202,945	$2,568,814	$16,284,618
2009	$635,196	$532,223	$1,404,722	$8,205,800	$3,106,098	$2,197,870	$16,081,909
2008	$703,809	$1,293,531	$1,734,838	$7,990,719	$3,090,988	$1,761,020	$16,574,905
2007	$352,714	$658,908	$994,249	$8,092,915	$2,743,387	$2,451,777	$15,293,950
2006	$459,183	$746,458	$1,318,070	$7,816,240	$2,971,770	$1,326,271	$14,637,992
2005	$317,240	$949,116	$1,195,756	$6,526,527	$4,927,304	$538,947	$14,454,890
2017	$2,005,422	$4,671,853	$6,388,302	$5,103,542	$13,807,575	$2,421,602	$34,398,296
2016	$2,329,092	$3,037,287	$4,364,168	$4,332,793	$15,093,304	$2,888,827	$32,045,471
2015	$2,140,787	$2,989,630	$3,189,588	$4,179,850	$15,188,179	$2,645,138	$30,333,172
2014	$2,438,203	$3,089,556	$3,755,025	$4,027,277	$10,152,268	$1,690,590	$25,152,919
2013	$2,445,543	$2,962,548	$2,212,301	$4,108,067	$9,581,959	$2,373,848	$23,684,266
2012	$2,189,916	$2,082,793	$2,554,960	$3,960,877	$8,828,954	$1,443,742	$21,061,242
2011	$1,965,806	$1,869,811	$3,124,424	$3,798,541	$10,808,865	$1,210,497	$22,777,944
2010	$1,470,907	$1,802,454	$2,516,670	$3,700,874	$8,573,170	$1,137,823	$19,201,898
2009	$1,845,520	$2,079,363	$2,297,389	$1,775,232	$8,192,547	$763,589	$16,953,640
2008	$1,346,676	$1,075,074	$2,063,278	$1,566,834	$6,246,633	$1,198,398	$13,496,893
2007	$1,234,612	$980,742	$2,529,867	$1,591,419	$5,217,334	$1,268,171	$12,822,145
2006	$1,100,838	$1,037,668	$2,101,200	$1,531,316	$4,254,069	$908,533	$10,933,624
2005	$1,032,946	$985,783	$1,289,669	$1,602,768	$4,535,187	$1,519,193	$10,965,546
2017	$1,434,096	$2,083,814	$4,643,547	$6,699,470	$15,677,328	$3,502,079	$34,040,334
2016	$1,620,498	$2,513,785	$5,736,546	$6,877,698	$12,556,909	$3,107,295	$32,412,731
2015	$1,481,486	$4,433,074	$5,157,550	$7,166,601	$12,293,238	$1,139,217	$31,671,166
2014	$1,384,428	$2,670,172	$5,096,783	$7,440,012	$12,234,526	$1,584,609	$30,410,530
2013	$1,144,309	$2,120,733	$2,980,495	$7,713,267	$11,899,894	$1,808,854	$27,667,552
2012	$1,313,648	$1,602,122	$2,438,505	$8,324,259	$10,865,705	$2,011,234	$26,555,473
2011	$1,273,144	$3,943,434	$2,760,386	$8,342,547	$10,006,742	$798,932	$27,125,185
2010	$1,467,858	$186,771	$2,623,098	$6,848,065	$8,558,774	$1,115,451	$20,800,017
2009	$1,433,154	$95,921	$1,963,138	$6,565,107	$7,960,425	$1,423,350	$19,441,095
2008	$1,266,695	$777,421	$1,746,335	$5,380,900	$9,356,796	$1,128,118	$19,656,265
2007	$1,128,354	$674,026	$2,483,220	$4,308,919	$8,980,099	$2,046,878	$19,621,497
2006	$929,736	$365,830	$2,164,828	$4,255,770	$8,639,989	$1,117,326	$17,473,479
2005	$854,122	$402,346	$1,835,546	$3,378,961	$8,007,416	$898,471	$15,376,862
2017	$792,591	$1,040,710	$3,266,314	$4,720,165	$23,531,128	$353,086	$33,703,994
2016	$629,080	$1,214,936	$1,896,926	$4,577,220	$17,732,806	$533,285	$26,584,253
2015	$624,752	$1,160,206	$1,949,354	$4,257,660	$17,252,460	$627,709	$25,872,141
2014	$470,636	$1,135,630	$2,021,141	$3,967,045	$15,191,036	$589,224	$23,374,712
2013	$459,769	$778,572	$2,130,910	$3,894,118	$14,452,207	$598,658	$22,314,234
2012	$392,888	$1,001,828	$1,782,508	$3,877,250	$14,422,445	$815,678	$22,292,597
2011	$349,530	$871,020	$1,699,002	$3,720,622	$11,898,882	$445,708	$18,984,764
2010	$321,532	$727,516	$1,285,186	$3,338,796	$12,027,527	$681,644	$18,382,201
2009	$357,858	$525,486	$1,245,108	$3,202,127	$11,939,147	$556,630	$17,826,356
2008	$423,300	$681,714	$1,304,123	$2,912,385	$11,739,361	$178,741	$17,239,624
2007	$435,210	$697,955	$1,210,297	$7,270,509	$5,470,874	$191,441	$15,276,286
2006	$324,691	$1,152,122	$827,721	$5,496,445	$5,055,767	$202,178	$13,058,924
2005	$346,293	$707,841	$658,139	$4,744,031	$4,413,647	$175,448	$11,045,399
2017	$813,344	$3,093,771	$4,884,764	$21,096,485	$2,932,273	$569,292	$33,389,929
2016	$678,453	$157,292	$3,831,760	$20,200,785	$2,918,210	$1,583,943	$29,370,443
2015	$733,215	$152,821	$3,954,078	$20,077,086	$3,543,000	$153,252	$28,613,452
2014	$744,271	$303,887	$2,827,785	$20,026,979	$2,513,386	$1,687,754	$28,104,062
2013	$643,154	$2,830,915	$1,490,281	$19,519,332	$2,450,276	$1,398,303	$28,332,261
2012	$987,487	$265,293	$2,002,191	$18,648,161	$2,363,774	$934,658	$25,201,564
2011	$708,319	$415,122	$1,621,296	$16,931,986	$2,224,090	$1,949,141	$23,849,954
2010	$510,751	$370,465	$1,263,931	$15,635,778	$2,221,426	$2,002,067	$22,004,418
2009	$687,778	$280,000	$1,085,161	$14,735,935	$2,732,342	$1,748,831	$21,270,047
2008	$121,017	$1,169,912	$1,012,361	$13,498,189	$2,193,391	$2,235,784	$20,230,654
2007	$380,496	$1,047,458	$837,782	$12,422,518	$1,143,035	$1,154,231	$16,985,520
2006	$410,212	$678,268	$658,021	$11,706,175	$1,200,550	$1,443,303	$16,096,529
2005	$163,527	$1,003,984	$697,245	$10,757,315	$1,374,271	$435,068	$14,431,410
2017	$1,973,602	$2,723,005	$5,004,672	$10,500,421	$10,573,386	$2,150,835	$32,925,921
2016	$2,230,964	$2,418,287	$4,721,905	$10,504,815	$4,254,934	$3,782,274	$27,913,179
2015	$1,582,612	$3,878,467	$4,340,422	$10,504,815	$4,762,729	$1,434,295	$26,503,340
2014	$1,420,986	$2,581,272	$3,284,745	$10,504,815	$2,435,894	$2,331,463	$22,559,175
2013	$1,983,629	$3,189,080	$3,645,223	$11,149,815	$0	$3,086,471	$23,054,218
2012	$1,973,038	$3,333,849	$3,137,792	$11,168,746	$0	$1,652,448	$21,265,873
2011	$1,724,936	$3,220,632	$2,737,095	$10,125,436	$0	$1,677,350	$19,485,449
2010	$2,145,972	$4,422,394	$2,367,656	$9,824,257	$0	$1,206,133	$19,966,412
2009	$1,634,248	$5,404,816	$1,706,917	$9,554,445	$1,093,467	$1,245,273	$20,639,166
2008	$1,601,702	$4,298,457	$2,017,983	$9,309,270	$1,241,682	$612,915	$19,082,009
2007	$1,352,097	$2,380,606	$1,830,269	$9,510,542	$1,331,335	$1,172,288	$17,577,137
2006	$1,432,132	$1,613,218	$1,780,923	$8,638,246	$1,331,335	$734,818	$15,530,672
2005	$1,428,471	$1,307,827	$2,823,759	$8,834,755	$1,707,770	$989,083	$17,091,665
2017	$776,377	$1,073,330	$4,459,724	$0	$23,109,498	$2,892,318	$32,311,247
2016	$231,725	$607,580	$3,010,630	$0	$24,307,633	$2,055,135	$30,212,703
2015	$488,707	$431,502	$2,914,590	$0	$27,309,988	$2,811,446	$33,956,233
2014	$148,738	$523,811	$2,254,679	$1,572,843	$23,510,865	$2,070,587	$30,081,523
2013	$367,038	$418,086	$2,229,952	$1,572,843	$20,791,879	$2,417,858	$27,797,656
2012	$173,973	$563,830	$2,330,422	$1,572,843	$22,726,082	$1,695,755	$29,062,905
2011	$385,053	$580,610	$1,756,123	$1,572,843	$21,191,628	$2,231,364	$27,717,621
2010	$133,664	$360,426	$1,447,911	$1,572,843	$20,461,479	$2,294,398	$26,270,721
2009	$292,606	$333,955	$1,183,049	$1,572,843	$19,990,490	$1,481,615	$24,854,558
2008	$239,821	$530,394	$1,351,808	$8,269,841	$13,126,535	$1,453,451	$24,971,850
2007	$366,351	$506,710	$1,266,028	$7,705,477	$14,349,180	$1,443,805	$25,637,551
2006	$216,135	$496,787	$935,146	$7,555,469	$9,266,566	$1,242,450	$19,712,553
2005	$190,436	$475,007	$1,249,131	$7,008,403	$10,127,250	$910,880	$19,961,107
2017	$1,181,793	$2,084,887	$5,902,656	$17,535,617	$2,554,390	$2,975,345	$32,234,688
2016	$1,316,355	$3,331,622	$4,413,713	$17,759,180	$2,504,303	$2,557,559	$31,882,732
2015	$1,220,176	$3,048,381	$3,995,205	$16,354,881	$2,455,201	$1,635,569	$28,709,413
2014	$1,452,846	$2,337,759	$3,591,973	$16,046,712	$2,407,059	$1,883,651	$27,720,000
2013	$1,215,671	$2,204,293	$4,146,155	$15,724,403	$2,336,950	$1,637,589	$27,265,061
2012	$1,148,918	$2,007,290	$3,502,453	$18,322,976	$2,348,405	$1,341,478	$28,671,520
2011	$848,470	$726,544	$2,497,477	$17,285,633	$2,291,127	$1,821,045	$25,470,296
2010	$898,462	$630,322	$2,097,627	$16,460,250	$2,253,715	$1,565,577	$23,905,953
2009	$740,958	$596,760	$1,613,591	$0	$15,055,450	$2,085,471	$20,092,230
2008	$805,771	$686,543	$1,993,515	$0	$14,591,522	$1,373,209	$19,450,560
2007	$718,501	$726,989	$2,418,735	$12,115,037	$2,115,796	$1,975,815	$20,070,873
2006	$862,207	$787,137	$1,550,771	$0	$12,024,194	$1,198,177	$16,422,486
2005	$583,730	$673,989	$1,477,395	$10,199,558	$513,920	$1,009,304	$14,457,896
2017	$1,157,592	$1,020,052	$5,484,142	$10,568,485	$10,829,976	$3,089,956	$32,150,203
2016	$985,736	$3,438,224	$6,101,609	$10,713,470	$9,544,844	$2,495,105	$33,278,988
2015	$1,593,007	$2,484,532	$6,209,156	$10,724,272	$9,354,805	$946,526	$31,312,298
2014	$1,330,980	$1,909,037	$5,554,443	$10,674,831	$9,109,202	$3,038,601	$31,617,094
2013	$1,140,210	$3,968,989	$3,065,379	$9,840,674	$7,787,752	$2,997,432	$28,800,436
2012	$1,613,812	$2,830,658	$2,979,173	$9,434,446	$24,581	$2,146,971	$19,029,641
2011	$787,890	$1,204,029	$2,496,081	$4,934,227	$116,893	$1,720,102	$11,259,222
2010	$690,586	$592,332	$2,102,019	$5,007,059	$48,920	$1,761,072	$10,201,988
2009	$585,932	$755,404	$1,841,254	$4,815,269	$47,840	$2,287,590	$10,333,289
2008	$856,099	$945,077	$1,934,748	$4,641,911	$49,372	$1,815,883	$10,243,090
2007	$504,209	$1,272,637	$1,706,426	$4,282,375	$53,727	$1,627,831	$9,447,205
2006	$441,574	$1,494,883	$1,554,349	$4,275,375	$0	$1,714,280	$9,480,461
2005	$420,729	$2,610,062	$1,751,694	$4,315,679	$0	$1,545,084	$10,643,248
