"","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","GarageArea","WoodDeckSF","ScreenPorch","SalePrice","homeage","MSZoningisFV","MSZoningisRL","MSZoningisRM","NeighborhoodisNoRidge","NeighborhoodisNridgHt","NeighborhoodisStoneBr","Condition1isNorm","YearRemodAddis2008","YearRemodAddis2009","RoofMatlisCompShg","RoofMatlisRoll","RoofMatlisTar&Grv","BsmtQualisFa","BsmtQualisGd","BsmtQualisTA","BsmtExposureisGd","BedroomAbvGris5","FunctionalisTyp","Fireplacesis2","GarageTypeisAttchd","GarageTypeisDetchd","GarageYrBltis1934","GarageFinishisRFn","GarageFinishisUnf","GarageCarsis3","MoSoldis5"
"1154",538,0,278,816,0,432,0,0,72351.5142781661,80,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1155",454,0,410,902,918,492,60,273,120817.343096109,45,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1
"1156",1157,0,280,1437,0,528,0,180,120441.323528599,34,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
"1157",633,0,586,1265,0,502,0,0,113023.100941754,45,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"1158",904,0,410,1314,0,626,172,0,152564.408713418,3,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1162",728,0,568,1640,0,924,108,0,143517.065076019,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1169",626,0,501,1236,872,540,0,90,141800.321011791,75,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"1170",1387,0,543,1831,1796,807,361,0,338542.371963275,15,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"1173",0,0,625,625,625,625,0,0,102374.443908453,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"1174",152,469,977,1636,971,0,122,0,110043.907793633,64,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1175",503,0,449,1170,1175,360,0,0,129458.603038756,78,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1176",700,0,983,2129,743,541,0,0,156474.760895585,18,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1177",658,0,218,923,0,264,362,0,75076.4900641448,26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1178",468,0,350,818,406,210,0,0,78402.4979717615,84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1179",0,0,731,820,523,186,192,0,102748.812650906,89,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1181",1216,0,0,1298,1216,693,0,0,136129.246551846,20,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1184",821,0,299,1130,0,720,229,0,65022.6766584846,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1186",392,0,392,949,272,392,0,0,57400.1926107512,86,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1187",440,0,538,1014,685,420,0,0,63050.86545609,110,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"1188",1456,0,168,1624,0,757,0,0,141916.962327005,16,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"1191",1159,0,90,1622,0,1356,439,0,92206.3666300768,49,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1192",0,0,776,764,677,492,206,0,99329.809218263,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1193",0,0,702,842,630,250,0,0,69060.3919315363,85,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1198",0,0,815,815,875,225,0,0,78000.1625003385,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1200",547,0,504,1382,0,459,0,0,80408.1255670674,47,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1203",0,0,884,884,464,216,0,0,78955.3598542363,85,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1204",0,0,1630,1630,0,451,74,0,143346.501470479,10,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"1206",485,177,1496,2196,0,701,84,0,181496.562312262,20,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"1209",504,108,319,1283,0,506,0,0,87955.7205772408,48,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1212",427,0,132,1080,672,492,325,0,111043.401719819,22,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"1213",344,0,328,672,0,234,0,0,74997.3452267176,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1214",648,0,0,960,0,364,88,0,78641.5086153129,45,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"1219",0,0,0,672,240,0,0,0,43604.2575088698,63,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1223",196,0,844,1168,678,315,0,0,78260.1081412403,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1225",724,0,64,788,702,388,100,0,108746.402208025,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1228",595,0,317,912,0,576,0,0,96359.3219450162,45,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1235",0,0,940,1024,940,0,0,0,83291.1538387612,99,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1236",0,0,747,892,892,180,203,0,75230.6150637814,96,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1238",0,0,847,847,1101,434,100,0,105859.743982281,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1245",0,0,792,792,725,400,0,0,124626.796928762,81,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
"1246",0,0,585,1140,728,477,268,147,97414.6800639216,26,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1249",319,0,416,1134,924,396,0,0,77391.5174115974,93,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1254",125,1031,36,1516,651,518,220,0,162430.041822973,36,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
"1255",0,0,746,760,896,397,178,0,99803.2897674475,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1256",425,0,459,959,408,560,0,120,72784.773996141,79,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1258",0,0,864,864,0,0,0,0,66266.0192629149,88,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1263",0,0,1104,1104,684,304,120,0,109159.237304747,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
"1264",0,0,764,1060,764,520,0,0,99723.2059491384,91,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1265",266,0,1139,1337,0,511,144,0,110170.368431624,12,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1267",0,0,925,964,925,308,0,0,66767.3649876316,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1268",0,0,2002,2018,0,746,144,0,257435.709087447,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
"1269",192,0,536,1968,1479,1014,314,0,228104.101682941,75,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
"1274",719,0,300,1357,0,312,0,163,105969.622041681,51,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"1275",0,0,661,661,589,552,242,0,79349.6751801066,100,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1276",220,0,708,928,992,400,0,0,75690.1895569638,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1278",528,0,1152,1724,0,480,0,0,132100.66083706,43,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1280",0,0,698,698,430,528,30,0,47044.2587434231,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"1283",532,144,364,1040,0,484,0,288,100580.762007873,33,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1285",0,0,804,1699,748,336,272,116,117691.300593331,91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"1286",0,0,780,825,587,280,45,0,89415.2579545838,71,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1293",0,0,994,1378,994,432,0,0,73289.2915822988,118,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"1295",167,0,697,864,0,572,0,0,62619.4534138492,55,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1300",340,906,0,1246,0,305,218,0,104742.66631299,51,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
"1302",547,0,224,753,741,213,0,224,119973.774746703,68,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"1306",1572,0,80,1652,0,840,404,0,219670.291789738,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"1308",746,0,244,990,0,480,0,0,93126.8346998684,16,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
"1309",144,608,172,1122,0,528,0,0,88008.6691532608,62,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"1311",1406,0,496,1902,0,567,0,0,227849.306589946,51,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
"1319",0,0,1753,1787,0,748,198,0,149121.80811548,9,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
"1322",0,0,0,720,0,287,0,0,43746.9075461907,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"1324",280,0,140,708,0,0,164,0,56245.2702840897,70,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1326",0,0,796,796,0,0,0,0,32147.1991022164,88,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1327",544,0,0,774,0,0,0,0,43432.3664592176,79,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1328",641,0,175,816,0,264,0,0,81987.2966809281,28,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1329",493,0,1017,1584,1208,520,0,480,153709.441122079,90,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
"1333",690,0,126,816,0,288,0,0,67483.2135506293,72,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1334",0,0,803,803,557,297,0,0,67979.3082902256,72,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1338",0,0,693,693,0,0,0,0,28727.4557870776,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1342",814,0,300,1114,0,576,0,0,93527.8713056491,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1344",0,0,896,1172,741,342,0,0,120796.849727354,82,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1346",250,0,710,960,0,308,0,0,59944.4201965735,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1347",297,68,1203,2156,0,508,0,0,142237.105190435,42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1350",259,0,425,938,1215,0,0,0,79971.6821584488,138,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1353",0,0,698,786,390,624,210,0,89482.3423280002,73,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1354",816,0,1217,2053,1185,666,283,0,285523.273628792,15,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"1356",0,0,570,1222,698,487,0,0,92287.9819332704,42,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1358",734,0,344,1078,0,500,0,0,103098.455930397,39,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"1360",1447,0,533,1980,0,770,194,0,171004.20181753,6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"1361",0,0,612,990,1611,621,183,0,113154.00319705,89,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"1363",0,0,715,1281,457,368,55,0,70022.0279020092,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1369",685,0,163,848,0,420,140,0,96121.7542220146,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1371",315,105,420,840,534,338,0,0,70663.768330518,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"1372",831,0,161,1661,0,377,0,178,103976.226825238,55,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1374",1282,0,1351,2633,0,804,314,0,256037.321624588,9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
"1377",384,0,384,790,0,160,0,0,54383.2284513927,80,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1378",408,420,156,984,620,660,0,0,77608.8513889994,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"1380",0,0,384,754,640,400,100,0,100281.986960348,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"1381",203,0,661,864,0,200,0,0,39609.9939061548,96,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1383",0,0,596,998,764,576,36,0,85297.8088785783,90,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1384",0,0,816,1416,0,576,0,0,62138.3354693386,92,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1385",204,0,356,698,560,280,0,0,70663.768330518,71,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1386",735,0,61,796,358,240,0,0,85358.4715732484,88,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1389",1320,0,426,1746,0,758,201,0,254053.071854958,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
"1390",375,0,360,869,349,440,0,0,71899.0120746433,69,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1394",0,0,482,1221,691,672,0,0,97411.7168964507,105,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1396",0,0,1094,1133,1349,642,144,0,154108.736991511,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
"1397",353,334,60,1687,0,572,0,0,108335.026068116,62,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"1398",0,0,939,939,574,180,24,0,75594.3087106635,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1399",180,352,676,1136,768,240,0,0,93126.8346998684,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"1400",264,0,712,1160,448,216,147,0,92502.2376859971,85,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1401",0,0,862,950,208,208,0,0,72408.6745592122,81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"1406",1373,0,221,1646,0,482,128,155,160735.995511082,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"1407",656,0,112,768,0,396,58,0,90768.2543149044,38,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"1409",0,0,622,741,622,528,0,168,84975.2860721782,100,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"1410",0,0,791,1236,857,542,364,0,137750.754425643,24,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1412",120,0,736,1112,556,271,0,0,93563.4995422072,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"1413",0,0,0,1040,0,420,0,0,60076.0963887591,61,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"1414",976,0,868,1844,0,620,165,0,171755.852731052,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1415",0,0,833,1053,795,370,0,220,124288.493407306,87,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1417",0,0,777,1246,1044,560,0,0,84253.2411706042,125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1425",457,374,193,1344,0,484,316,0,79317.8663493952,52,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"1428",580,0,333,1048,510,288,0,0,83666.505309835,65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1429",510,0,278,804,0,240,0,0,83183.6261070762,70,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"1433",0,0,656,968,0,216,0,0,35785.0235515388,83,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"1436",0,0,1319,1537,0,462,0,0,104992.578110858,48,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"1439",600,0,312,1236,0,923,0,0,102960.899618281,53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"1441",0,0,588,1423,748,672,431,0,117956.572219066,88,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1444",0,0,952,952,0,192,0,40,81654.6883962614,94,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"1448",1079,0,141,1220,870,556,0,0,138449.024799682,15,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1449",0,0,560,796,550,384,168,0,61575.0005497768,100,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"1455",410,0,811,1221,0,400,0,0,124502.829915675,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1456",0,0,953,953,694,460,0,0,97091.1491708416,11,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"1457",790,163,589,2073,0,500,349,0,146794.634306605,32,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"1458",275,0,877,1188,1152,252,0,0,181259.224496181,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
"1459",49,1029,0,1078,0,240,366,0,97750.9542969153,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
